tweet_id,virality
15692,1
16007,1
16152,1
15556,5
15818,1
16147,1
15733,1
15875,1
15551,1
15385,1
15371,1
15688,1
15762,1
16130,1
15595,1
15994,1
15383,1
15765,5
15555,1
15947,1
16149,2
15453,1
15637,1
15401,1
15471,1
16102,1
16043,1
16060,1
15684,5
16162,1
16004,1
15454,1
15473,1
16167,1
16107,1
16146,5
15787,1
15923,1
15834,5
16016,1
16046,5
16169,1
16103,1
15833,1
15893,1
15558,1
15419,1
15571,1
16094,1
15533,1
15895,1
15712,1
15916,5
16025,5
15394,1
15980,1
15480,1
15678,1
15779,1
16055,1
15456,1
16160,1
15936,1
16153,1
16010,1
16180,1
16051,1
15698,1
15395,1
15376,1
16009,1
15548,1
15615,5
15909,1
15550,1
15522,1
15986,1
15726,2
15489,1
15730,1
16100,1
16042,1
15378,1
16187,1
15702,5
15505,1
15639,1
16104,1
16038,1
15807,1
15708,1
15668,1
16083,5
15881,1
15721,1
16131,1
15630,5
15882,5
15742,1
15468,1
15524,1
16129,1
15693,5
15883,1
15515,1
16092,1
15914,1
15390,1
15666,1
15901,5
16123,1
38174,1
38475,1
38348,2
38170,1
38214,1
38450,1
38735,1
38555,1
38344,1
38908,1
38560,1
38858,1
38319,5
38530,1
38149,2
38384,1
38399,5
38770,1
38726,1
38209,2
38733,1
38968,1
38449,2
38813,1
38155,1
38366,1
38365,1
38779,2
38124,1
38492,2
38169,1
38846,1
38833,1
38932,1
38762,1
38957,1
38205,1
38218,1
38958,1
38629,1
38556,1
38936,5
38588,1
38247,1
38498,1
38144,1
38269,1
38411,1
38539,1
38871,1
38307,1
38286,1
38527,1
38720,1
38419,1
38745,1
38599,2
38391,1
38804,1
38943,1
38201,1
38378,1
38458,1
38840,1
38277,1
38718,1
38561,1
38781,2
38593,2
38508,5
38558,5
38194,1
38255,1
38265,1
38956,1
38934,2
38483,1
38131,1
38356,1
38904,1
38191,1
38869,1
38830,1
38409,3
38368,2
38496,1
38444,1
38916,2
38385,1
38543,1
38960,1
38478,1
38881,1
38327,1
38609,2
38570,1
38607,1
38693,1
38232,1
38810,1
38220,5
38552,1
38507,5
38143,1
38523,1
38962,1
38431,1
38181,1
38406,1
38157,1
38175,1
38397,1
38412,1
38297,1
38202,1
38456,1
38933,1
38528,1
38649,1
38959,1
38602,1
38500,3
38867,1
38340,1
38911,5
38640,1
38404,1
38764,1
38811,1
38922,1
38413,1
38923,1
38418,5
38753,2
38510,1
38262,1
38805,1
38905,2
38146,1
38337,1
38513,1
38142,1
38291,1
38885,1
38298,1
38536,1
38832,1
38587,1
38211,1
38534,1
38639,1
38855,1
38603,1
38532,1
38912,1
38239,1
38540,1
38504,1
38788,1
38396,1
38166,1
38829,1
38742,1
38915,1
38689,1
38636,1
38641,1
38551,1
38353,2
38160,1
38484,5
38893,1
38145,1
38579,1
38257,1
38323,2
38167,1
38489,1
38663,1
38376,2
38737,5
38233,1
38153,3
38836,1
38576,1
38909,1
38271,1
38394,1
38848,1
38849,1
38918,1
38177,1
38648,1
38309,1
38952,1
38634,1
38420,1
38621,1
38563,5
38630,1
38966,1
38554,1
38428,1
38763,1
38760,1
38408,2
38698,1
38196,1
38941,1
38505,5
38653,1
38521,1
38246,1
38278,1
38812,1
38188,1
38913,5
38604,1
38866,1
38168,1
38304,1
38548,1
38731,1
38238,1
38878,1
38162,1
38699,1
38827,1
38706,1
38499,1
38819,1
38605,1
38749,1
38134,1
38266,1
38712,1
38768,2
38619,2
38882,1
38372,1
38568,2
38401,1
38597,1
38964,1
38422,2
38251,1
38244,1
38410,1
38463,5
38435,1
38906,1
38222,1
38578,1
38417,1
38243,2
38874,1
38544,5
38730,1
38757,1
32120,1
31539,1
31409,1
31485,1
31809,1
32201,1
31427,1
32178,1
31704,1
31651,1
31738,1
31895,1
31987,1
31570,1
31635,1
31660,1
31654,1
32005,1
31601,1
32157,1
31971,1
31616,1
31922,1
31907,1
32072,1
31585,1
31733,1
32042,1
31880,1
32065,1
31588,1
32216,1
31513,1
32239,1
31541,1
32073,1
32089,1
32053,1
31877,1
31825,1
31854,1
31609,1
31460,1
31772,1
31926,1
31993,1
31824,1
31723,1
31606,1
32009,1
32114,1
31500,1
31686,1
32136,1
32019,1
32104,1
31852,1
31947,1
31756,1
31444,1
31849,1
31682,1
31769,1
32002,1
31482,1
31448,1
31471,1
31944,1
32110,1
31456,1
32086,1
32170,1
31906,1
32012,1
31567,1
32033,1
32175,1
31752,1
32010,1
31784,1
31821,1
32061,1
32184,1
31813,1
31469,1
32091,1
31420,1
31990,1
31576,1
31558,1
31398,1
31858,1
31713,1
31479,1
31831,1
31848,1
31668,1
31561,1
32126,1
31957,1
31898,1
31640,1
32203,1
32232,1
31728,1
31718,1
31587,1
31817,1
31886,1
32185,1
31820,1
32154,1
31901,1
31494,1
31903,1
31621,1
31406,1
31484,1
31781,1
31975,1
31962,1
32018,1
31814,1
32006,1
31816,1
31829,1
32164,1
31569,1
31481,1
31933,1
31619,1
31638,1
31442,1
31822,1
31586,1
31767,1
32024,1
31591,1
31503,1
31506,1
31811,1
31681,1
31465,1
31522,1
32130,1
31900,1
31618,1
31679,1
31799,1
31523,1
31795,1
31430,1
31446,1
32213,1
31614,1
32166,1
31823,1
31961,1
31578,1
31664,1
32045,1
31893,1
31709,1
32039,1
32082,1
31884,1
31786,1
31581,1
31702,1
31441,1
32041,1
31750,1
32198,1
31410,1
31602,1
31737,1
32115,1
31464,1
32173,1
31443,1
31547,1
32000,1
32143,1
31605,1
32038,1
32118,1
32243,1
31483,1
31673,1
31882,1
32149,1
31868,1
31761,1
31914,1
32017,1
31780,1
32026,1
31949,1
31721,1
31759,1
31572,1
32187,1
32183,1
32119,1
31514,1
31995,5
32043,1
32117,1
31807,1
31590,1
31507,1
31467,1
31644,1
31678,1
31725,1
31846,1
31407,1
31866,1
31842,1
31419,1
32076,1
31617,5
32078,1
31932,1
31834,1
31529,1
32204,1
31662,1
31424,1
31675,1
31615,1
31538,1
31955,1
31818,1
32034,1
31583,1
31600,1
31965,1
31735,1
31650,1
31597,1
14780,1
15019,1
14550,1
14630,1
14813,1
14923,1
15175,1
14912,1
14942,1
14983,1
14539,1
15017,1
15057,1
14675,1
15236,1
14856,1
14735,1
14772,1
15339,1
15071,1
14858,1
14681,1
15094,1
14639,1
15187,1
15118,1
15368,1
15022,1
15004,1
14702,1
14921,1
14879,1
14847,1
15103,1
14846,1
14815,1
15228,1
14943,1
15230,1
14544,1
15208,1
14953,1
15055,1
15078,1
14596,1
14758,1
14875,1
15005,1
14880,1
14901,1
15050,1
14932,1
15167,1
15276,1
14819,1
14844,1
14806,1
14621,1
14825,1
14755,1
14947,1
14718,1
14598,1
14555,1
15090,1
15341,1
14887,1
14690,1
14886,1
15127,1
14938,1
14789,1
14824,1
15016,1
15104,1
15317,1
15037,1
14895,1
14833,1
15363,1
15319,1
15243,1
14693,1
15292,1
14709,1
15241,1
14647,1
14788,1
14872,1
14587,1
14945,1
14708,1
14736,1
15252,1
14699,1
15145,1
15013,1
14604,1
14691,1
14802,1
15063,1
15134,1
14937,1
14774,1
15259,1
15303,1
14606,1
15166,1
14994,1
15263,1
15189,1
15231,1
14715,1
15313,1
14929,1
15075,1
15069,1
14697,1
15353,1
14800,1
14732,1
15021,1
14904,1
15119,1
14915,1
15289,1
14835,1
14776,1
14538,1
14703,1
14749,1
14618,1
14700,1
14817,1
14622,1
15137,1
14559,1
14865,1
15010,1
15273,1
15342,1
14631,1
15365,1
14704,1
15354,1
14881,5
14969,1
14936,1
15220,1
14785,1
14634,1
14870,1
14683,1
14658,1
15128,1
15169,1
14642,1
14653,1
15196,1
15316,1
14913,1
15101,1
15006,1
14557,1
14829,1
15036,1
15052,1
15322,1
15123,1
14553,1
14583,1
15028,1
14733,1
14558,1
14896,1
15347,1
14848,1
15080,1
14572,1
15056,1
15315,1
14908,1
14916,1
14711,1
15139,1
15224,1
15088,1
15332,1
14820,1
15210,1
14882,1
14987,1
15073,1
15344,1
14734,1
14950,1
15108,1
15337,1
15081,1
15227,1
14809,1
15024,1
14752,1
15268,1
14964,1
15202,1
14556,1
14984,1
14871,1
14954,1
14940,1
14746,1
14731,1
14993,1
15206,1
15262,1
14543,1
14739,1
15190,1
14738,1
15156,1
14565,1
15307,1
15129,1
14906,1
15141,3
14561,1
14837,1
14855,1
15178,1
14804,1
15135,1
15261,1
41893,5
42309,1
41707,5
41881,2
41863,5
41911,5
41586,5
42088,5
41722,5
42041,5
42116,5
42257,5
41899,5
41518,1
41581,5
41959,5
42145,5
42073,5
42095,1
41858,5
42040,5
41653,5
42037,5
42052,4
41514,5
41848,5
42202,5
42322,5
42000,5
41968,5
41866,5
41972,5
42053,1
42022,5
42200,1
41734,5
41928,5
41830,5
41877,5
42105,5
42203,5
41537,1
41976,2
42248,5
42273,4
41728,4
41651,5
42091,5
42077,5
41491,5
42214,5
42246,5
41561,5
42270,5
42004,5
41495,5
42102,5
41679,5
41732,5
41655,5
41824,5
41809,1
41563,4
42190,5
42251,5
42147,5
41774,1
41534,5
41645,5
41571,5
41902,5
41778,5
42157,5
42108,5
42016,5
42313,5
42008,4
41680,5
42256,5
42045,5
41528,5
41720,5
42282,5
41755,5
42120,5
41683,5
41527,5
42213,5
41910,5
42228,5
41712,5
42237,5
42264,5
41603,5
41879,5
41633,5
42162,5
41716,3
42179,1
41835,5
41936,1
41832,5
41602,5
42197,5
42042,1
41620,1
41548,1
41644,5
41677,5
41846,5
42186,5
41526,4
42252,5
41997,5
41640,1
41801,5
41635,1
41953,5
41978,5
41957,5
42207,5
41999,5
41726,1
41904,5
41759,1
42017,5
42283,5
42319,1
41947,5
41803,3
42063,5
42239,1
41856,5
41783,5
41765,5
41547,5
41831,1
42320,5
41746,5
41973,1
41737,5
41844,5
41631,5
42171,5
42298,5
42123,5
42148,5
42315,1
41729,5
42205,4
42086,1
41791,3
41662,5
42189,5
41629,3
42193,5
41843,5
41632,5
41990,5
42031,5
41787,1
41767,5
42290,5
42075,1
41668,5
41610,2
42099,1
42182,5
42059,5
42023,5
41529,1
42266,5
41604,5
41735,5
41656,5
41483,5
41725,5
41888,5
41681,5
41775,1
41519,5
41589,5
42181,5
41542,1
41788,4
42178,5
41727,5
42211,5
41943,5
41598,5
42294,5
41671,5
42113,5
42175,5
41698,5
41684,5
41570,5
41540,5
42054,5
41565,3
41675,5
41641,5
41889,5
41510,5
42301,5
41797,5
41998,5
42125,5
41535,5
41756,5
41955,5
41851,5
41482,5
42311,1
42230,5
42167,5
41969,5
41861,5
41554,5
42281,5
41817,5
42295,5
41690,5
41619,5
41485,5
41887,5
41886,5
42121,5
42261,5
41961,5
41531,5
41686,5
42201,5
42310,1
41906,3
41552,5
41868,5
42032,1
42019,1
41952,1
41793,5
41798,5
41730,2
41636,5
42238,5
42082,5
42209,5
41646,1
41983,5
41950,5
42072,4
42204,5
41995,1
41545,5
41538,5
41790,3
41717,5
42199,1
41607,1
41989,5
41615,5
41818,5
41511,5
18602,1
18415,5
18655,1
18180,1
18347,5
17952,1
17933,5
17975,1
18222,1
18400,1
17883,1
17997,1
18469,5
18115,1
17974,1
18407,5
18633,1
18450,1
18280,1
18135,1
18050,1
18294,1
18647,1
18059,1
18342,1
18631,1
17870,1
18052,5
18674,5
17834,1
17840,1
18132,1
18290,1
18268,1
18119,1
18246,1
18043,1
18341,5
18520,5
18103,1
18659,1
18504,1
18345,1
18548,1
18395,1
18624,1
18138,1
18325,1
18632,1
18177,1
18122,1
18405,1
18376,5
17943,1
18615,1
18028,5
17908,5
18662,1
18305,5
17941,1
18238,5
18197,1
17885,1
18433,1
18097,5
17852,5
17959,1
18352,1
18576,1
18017,5
17877,5
18121,1
18406,1
18627,1
18106,1
18323,1
17990,1
18285,1
18351,1
18428,1
18016,5
18438,1
18545,1
18322,5
17984,5
18282,1
17874,1
18311,1
18332,1
18393,1
18130,1
18036,5
18174,1
17950,1
18587,5
18013,1
18181,1
18085,5
18335,1
18517,1
18120,1
18111,1
18319,5
18030,1
17937,1
18562,5
18434,5
18479,1
18401,5
18644,1
18503,5
18442,1
17969,1
18127,1
17879,1
18201,1
17872,5
18574,1
18331,1
18236,1
18617,1
17868,1
17942,1
18131,1
18251,1
18431,1
17978,1
18259,5
18189,5
18255,1
18579,1
18191,1
18283,5
18077,5
17934,5
17967,1
17854,1
18616,1
18136,1
18205,1
17838,1
18636,1
17961,5
18485,1
18595,5
17985,1
18316,1
18646,1
18252,1
18015,1
18243,1
18287,1
17844,1
18643,1
18369,1
18447,5
18399,1
18273,1
18367,1
18528,1
17856,1
18310,1
18270,1
18298,1
17996,1
18649,1
18511,1
18487,1
18559,1
18324,1
18038,1
18514,1
17979,1
17892,1
18502,5
18182,1
18061,1
18249,1
18466,5
18495,5
18253,1
17846,1
18034,1
18262,1
18220,1
17837,1
18041,1
18651,1
18346,1
18582,5
18326,1
18212,5
18295,1
18032,1
17960,1
18525,1
18516,1
18307,5
18374,1
18214,1
18575,1
18678,1
18128,1
18577,1
17991,1
18565,5
17842,5
18563,1
18054,1
18279,1
18654,5
17873,5
18187,5
17914,1
18095,1
17948,1
18073,5
17981,1
18455,1
17899,5
18266,1
17949,1
18666,5
18554,5
18560,1
18241,1
18303,5
18464,1
18002,1
18368,1
18227,1
17957,1
17951,1
18267,1
17925,1
18289,1
18353,1
18424,1
17911,1
18123,1
18551,5
27836,1
27925,5
27783,1
27751,5
27234,5
27429,5
27208,5
27281,5
27565,1
27851,5
27995,5
27678,5
27307,5
27500,1
27842,1
27537,1
27865,1
27642,5
27990,5
27659,1
27567,1
27906,5
27520,5
28009,5
27945,5
27875,5
27661,4
27726,1
27899,1
27993,5
27894,1
28023,1
27559,1
27548,1
27571,5
27195,5
27722,1
27768,5
27560,5
27420,1
27532,5
27610,1
27644,5
27508,1
27423,1
27550,1
27892,5
27975,5
27363,1
27482,1
27513,1
27759,5
27458,1
27725,1
27877,4
27438,2
27711,1
27985,5
27723,5
27943,1
27626,5
27433,5
27403,1
27393,5
28013,5
27340,5
27246,1
28033,1
27457,5
27251,1
27677,1
27727,5
27327,1
27494,1
27935,1
27847,1
27988,5
27374,5
27554,1
27633,1
27645,1
27658,1
27643,5
27905,5
27788,1
